,Format,Game Location,Line,Length,Location,Speed,Bowling Style,Bounce,Out
7025,Test,Perth,Offside,Short,Wicketkeeper,149,Right arm Fast,Normal,0
7026,Test,Perth,Off Stump,Back of a Length,Close,146,Right arm Fast,Normal,0
7027,Test,Perth,Middle Stump,Short,Close,141,Right arm Fast,Normal,0
7028,Test,Perth,Middle Stump,Good,Close,148,Right arm Fast,Normal,0
7029,Test,Perth,Legside,Short,Point,75,Right arm Offbreak,Normal,0
7030,Test,Perth,Offside,Full,Offside,72,Right arm Offbreak,Normal,0
7031,Test,Perth,Offside,Good,Long-on,94,Right arm Offbreak,Normal,0
7032,Test,Perth,Middle Stump,Full,Close,143,Right arm Fast,Normal,0
7033,Test,Perth,Off Stump,Full,Close,143,Right arm Fast,Normal,0
7034,Test,Perth,Offside,Back of a Length,Wicketkeeper,139,Right arm Fast,Normal,0
7035,Test,Perth,Middle Stump,Short,Close,144,Right arm Fast,High,0
7036,Test,Perth,Middle Stump,Good,Midwicket,72,Right arm Offbreak,Normal,0
7037,Test,Perth,Offside,Short,Point,133,Right arm Fast medium,Normal,0
7038,Test,Perth,Offside,Full,Offside,129,Right arm Fast medium,Normal,0
7039,Test,Perth,Middle Stump,Full,Close,135,Right arm Fast medium,Normal,0
7040,Test,Perth,Wide Outside Off,Good,Close,76,Right arm Offbreak,Normal,0
7041,Test,Perth,Middle Stump,Good,Second slip,136,Right arm Fast medium,Normal,0
7042,Test,Perth,Offside,Back of a Length,Wicketkeeper,131,Right arm Fast medium,Normal,0
7043,Test,Perth,Offside,Full,Offside,128,Right arm Fast medium,Normal,0
7044,Test,Perth,Middle Stump,Good,Close,134,Right arm Fast medium,Normal,0
7045,Test,Perth,Middle Stump,Good,Wicketkeeper,131,Right arm Fast medium,Normal,0
7046,Test,Perth,Off Stump,Full,Mid-Off,136,Right arm Fast medium,Normal,0
7047,Test,Perth,Off Stump,Good,Mid-On,139,Right arm Fast medium,Normal,0
7048,Test,Perth,Offside,Full,Wicketkeeper,132,Right arm Fast medium,Normal,0
7049,Test,Perth,Legside,Back of a Length,Legside,129,Right arm Fast medium,Normal,0
7050,Test,Perth,Middle Stump,Short,Close,131,Right arm Fast medium,High,0
7051,Test,Perth,Legside,Full,Long Leg,131,Right arm Fast medium,Normal,0
7052,Test,Perth,Legside,Short,Short Leg,94,Right arm Offbreak,Normal,0
7053,Test,Perth,Middle Stump,Good,Close,92,Right arm Offbreak,Normal,0
7054,Test,Perth,Middle Stump,Good,Midwicket,75,Right arm Offbreak,Normal,0
7055,Test,Perth,Offside,Good,Offside,93,Right arm Offbreak,Normal,0
7056,Test,Perth,Offside,Good,Wicketkeeper,94,Right arm Offbreak,Normal,0
7057,Test,Perth,Legside,Good,Legside,93,Right arm Offbreak,Normal,0
7058,Test,Perth,Middle Stump,Short,Close,73,Right arm Offbreak,Normal,0
7059,Test,Perth,Offside,Short,Close,89,Right arm Offbreak,Normal,0
7060,Test,Perth,Middle Stump,Good,Close,70,Right arm Offbreak,Normal,0
7061,Test,Perth,Legside,Short,Wicketkeeper,84,Right arm Offbreak,Normal,0
7062,Test,Perth,Offside,Full,Mid-Off,72,Right arm Offbreak,Normal,0
7063,Test,Perth,Legside,Good,Legside,78,Right arm Offbreak,Normal,0
7064,Test,Perth,Off Stump,Short,Offside,138,Left-arm fast,Normal,0
7065,Test,Perth,Wide Outside Off,Full,Point,139,Left-arm fast,Normal,0
7066,Test,Perth,Wide Outside Off,Good,Wicketkeeper,137,Right arm Fast,Normal,0
7067,Test,Perth,Middle Stump,Back of a Length,Close,134,Right arm Fast,Normal,0
7068,Test,Perth,Wide Outside Off,Short,Offside,136,Right arm Fast,Normal,0
7069,Test,Perth,Offside,Full,Offside,136,Right arm Fast,Normal,0
7070,Test,Perth,Wide Outside Off,Good,Wicketkeeper,138,Right arm Fast,Normal,0
7071,Test,Perth,Middle Stump,Full,Close,136,Right arm Fast,Normal,0
7072,Test,Perth,Middle Stump,Good,Wicketkeeper,148,Left-arm fast,Normal,0
7073,Test,Perth,Middle Stump,Good,Wicketkeeper,138,Left-arm fast,Normal,0
7074,Test,Perth,Middle Stump,Back of a Length,Close,147,Left-arm fast,Normal,0
7075,Test,Perth,Wide Outside Off,Good,Wicketkeeper,139,Left-arm fast,Normal,0
7076,Test,Perth,Middle Stump,Good,Wicketkeeper,140,Left-arm fast,Normal,0
7077,Test,Perth,Offside,Good,Offside,138,Left-arm fast,Normal,0
7078,Test,Perth,Wide Outside Off,Good,Wicketkeeper,139,Right arm Fast,Normal,0
7079,Test,Perth,Wide Outside Off,Good,Close,138,Right arm Fast,Normal,0
7080,Test,Perth,Legside,Short,Short Leg,135,Right arm Fast,Normal,0
7081,Test,Perth,Offside,Short,Point,137,Right arm Fast,Normal,0
7082,Test,Perth,Offside,Good,Wicketkeeper,139,Right arm Fast,Normal,0
7083,Test,Perth,Wide Outside Off,Short,Close,140,Right arm Fast,High,0
7084,Test,Perth,Wide Outside Off,Good,Point,139,Right arm Fast,Normal,0
7085,Test,Perth,Legside,Good,Legside,139,Right arm Fast,Normal,0
7086,Test,Perth,Legside,Short,Midwicket,141,Right arm Fast,Normal,0
7087,Test,Perth,Middle Stump,Good,Offside,139,Right arm Fast,Normal,0
7088,Test,Perth,Offside,Full,Offside,140,Right arm Fast,Normal,0
7089,Test,Perth,Middle Stump,Good,Offside,137,Left-arm fast,Normal,0
7090,Test,Perth,Wide Outside Off,Good,Wicketkeeper,138,Left-arm fast,Normal,0
7091,Test,Perth,Offside,Full,Point,140,Left-arm fast,Normal,0
7092,Test,Perth,Offside,Good,Offside,143,Left-arm fast,Normal,0
7093,Test,Perth,Middle Stump,Good,Point,133,Right arm Fast,Normal,0
7094,Test,Perth,Offside,Good,Point,139,Right arm Fast,Normal,0
7095,Test,Perth,Wide Outside Off,Short,Gully,149,Right arm Fast,Normal,0
7096,Test,Perth,Middle Stump,Back of a Length,Close,138,Right arm Fast,Normal,0
7097,Test,Perth,Offside,Full,Close,89,Right arm Offbreak,Normal,0
7098,Test,Perth,Wide Outside Off,Short,Point,88,Right arm Offbreak,Normal,0
7099,Test,Perth,Middle Stump,Full,Close,85,Right arm Offbreak,Normal,0
7100,Test,Perth,Middle Stump,Full,Midwicket,74,Right arm Offbreak,Normal,0
7101,Test,Perth,Off Stump,Back of a Length,Close,135,Right arm Fast medium,Normal,0
7102,Test,Perth,Wide Outside Off,Good,Offside,136,Right arm Fast medium,Normal,0
7103,Test,Perth,Middle Stump,Short,Close,136,Right arm Fast medium,Normal,0
7104,Test,Perth,Offside,Full,Offside,137,Right arm Fast medium,Normal,0
7105,Test,Perth,Wide Outside Off,Full,Offside,134,Right arm Fast medium,Normal,0
7106,Test,Perth,Middle Stump,Good,Close,137,Right arm Fast medium,Normal,0
7107,Test,Perth,Offside,Full,Offside,79,Right arm Offbreak,Normal,0
7108,Test,Perth,Offside,Short,Midwicket,90,Right arm Offbreak,Normal,0
7109,Test,Perth,Offside,Full,Offside,91,Right arm Offbreak,Normal,0
7110,Test,Perth,Offside,Good,Close,70,Right arm Offbreak,Normal,0
7111,Test,Perth,Middle Stump,Good,Close,89,Right arm Offbreak,Normal,0
7112,Test,Perth,Legside,Good,Legside,81,Right arm Offbreak,Normal,0
7113,Test,Perth,Off Stump,Back of a Length,Close,82,Right arm Offbreak,Normal,0
7114,Test,Perth,Legside,Good,Square Leg,86,Right arm Offbreak,Normal,0
7115,Test,Perth,Middle Stump,Good,Close,130,Right arm Fast medium,Normal,0
7116,Test,Perth,Middle Stump,Good,Offside,129,Right arm Fast medium,Normal,0
7117,Test,Perth,Middle Stump,Good,Gully,137,Right arm Fast medium,Normal,0
7118,Test,Perth,Off Stump,Full,Mid-On,130,Right arm Fast medium,Normal,0
7119,Test,Perth,Middle Stump,Short,Close,138,Right arm Fast medium,High,0
7120,Test,Perth,Offside,Back of a Length,Wicketkeeper,140,Right arm Fast medium,Normal,0
7121,Test,Perth,Middle Stump,Full,Midwicket,89,Right arm Offbreak,Normal,0
7122,Test,Perth,Middle Stump,Good,Mid-On,142,Left-arm fast,Normal,0
7123,Test,Perth,Offside,Good,Wicketkeeper,145,Left-arm fast,Normal,0
7124,Test,Perth,Offside,Back of a Length,Wicketkeeper,140,Left-arm fast,Normal,0
7125,Test,Perth,Offside,Full,Mid-Off,142,Left-arm fast,Normal,0
7126,Test,Perth,Off Stump,Short,Close,149,Left-arm fast,Normal,0
7127,Test,Perth,Offside,Good,Offside,148,Left-arm fast,Normal,0
7128,Test,Perth,Middle Stump,Full,Mid-On,147,Left-arm fast,Normal,0
7129,Test,Perth,Middle Stump,Good,Close,141,Left-arm fast,Normal,0
7130,Test,Perth,Legside,Back of a Length,Short Leg,93,Right arm Offbreak,Normal,0
7131,Test,Perth,Off Stump,Good,Close,79,Right arm Offbreak,Normal,0
7132,Test,Perth,Middle Stump,Good,Close,149,Left-arm fast,Normal,0
7133,Test,Perth,Middle Stump,Good,Close,140,Left-arm fast,Normal,0
7134,Test,Perth,Middle Stump,Full,Close,74,Right arm Offbreak,Normal,0
7135,Test,Perth,Middle Stump,Good,Close,86,Right arm Offbreak,Normal,0
7136,Test,Perth,Middle Stump,Good,Midwicket,85,Right arm Offbreak,Normal,0
7137,Test,Perth,Off Stump,Good,Close,88,Right arm Offbreak,Normal,0
7138,Test,Perth,Offside,Full,Long-on,79,Right arm Offbreak,Normal,0
7139,Test,Perth,Off Stump,Full,Mid-On,141,Right arm Fast,Normal,0
7140,Test,Perth,Offside,Back of a Length,Offside,147,Right arm Fast,Normal,0
7141,Test,Perth,Offside,Good,Wicketkeeper,142,Right arm Fast,Normal,0
7142,Test,Perth,Legside,Good,Long Leg,144,Right arm Fast,Normal,0
7143,Test,Perth,Legside,Short,Short Leg,90,Right arm Offbreak,Normal,0
7144,Test,Perth,Offside,Good,Offside,89,Right arm Offbreak,Normal,0
7145,Test,Perth,Middle Stump,Good,Deep Midwicket,89,Right arm Offbreak,Normal,0
7146,Test,Perth,Offside,Good,Wicketkeeper,136,Right arm Fast,Normal,0
7147,Test,Perth,Offside,Full,Mid-Off,146,Right arm Fast,Normal,0
7148,Test,Perth,Middle Stump,Full,Mid-Off,144,Right arm Fast,Normal,0
7149,Test,Perth,Middle Stump,Short,Close,143,Right arm Fast,High,0
7150,Test,Perth,Middle Stump,Good,Covers,140,Right arm Fast,Normal,0
7151,Test,Perth,Middle Stump,Full,Mid-On,140,Right arm Fast,Normal,0
7152,Test,Perth,Middle Stump,Short,Close,142,Right arm Fast,High,0
7153,Test,Perth,Offside,Back of a Length,Offside,141,Right arm Fast,Normal,0
7154,Test,Perth,Offside,Good,Wicketkeeper,129,Right arm Fast medium,Normal,0
7155,Test,Perth,Middle Stump,Full,Covers,138,Right arm Fast medium,Normal,0
7156,Test,Perth,Offside,Good,Midwicket,88,Right arm Offbreak,Normal,0
7157,Test,Perth,Offside,Good,Long-on,77,Right arm Offbreak,Normal,0
7158,Test,Perth,Off Stump,Short,Close,142,Right arm Fast,Normal,0
7159,Test,Perth,Middle Stump,Back of a Length,Midwicket,148,Right arm Fast,Normal,0
7160,Test,Perth,Offside,Short,Point,146,Right arm Fast,Normal,0
7161,Test,Perth,Middle Stump,Full,Mid-On,143,Right arm Fast,Normal,0
7162,Test,Perth,Offside,Back of a Length,Offside,143,Right arm Fast,Normal,0
7163,Test,Perth,Leg Stump,Good,Offside,142,Right arm Fast,Normal,0
7164,Test,Perth,Middle Stump,Good,Deep Midwicket,80,Right arm Offbreak,Normal,0
7165,Test,Perth,Offside,Back of a Length,Point,143,Right arm Fast,Normal,0
7166,Test,Perth,Off Stump,Short,Second slip,141,Right arm Fast,Normal,0
7167,Test,Perth,Legside,Full,Legside,141,Right arm Fast,Normal,0
7168,Test,Perth,Offside,Good,Close,87,Right arm Offbreak,Normal,0
7169,Test,Perth,Middle Stump,Short,Midwicket,84,Right arm Offbreak,Normal,0
7170,Test,Perth,Legside,Short,Wicketkeeper,92,Right arm Offbreak,Normal,0
7171,Test,Perth,Offside,Short,Wicketkeeper,135,Left-arm fast,Normal,0
7172,Test,Perth,Legside,Short,Fine Leg,140,Left-arm fast,Normal,0
7173,Test,Perth,Middle Stump,Back of a Length,Close,133,Right arm Fast,Normal,0
7174,Test,Perth,Legside,Short,Legside,147,Right arm Fast,Normal,0
7175,Test,Perth,Middle Stump,Good,Close,136,Right arm Fast,Normal,0
7176,Test,Perth,Middle Stump,Back of a Length,Close,142,Right arm Fast,Normal,0
7177,Test,Perth,Middle Stump,Full,Offside,146,Right arm Fast,Normal,0
7178,Test,Perth,Middle Stump,Good,Offside,136,Right arm Fast,Normal,0
7179,Test,Perth,Middle Stump,Back of a Length,Close,145,Left-arm fast,Normal,0
7180,Test,Perth,Offside,Back of a Length,Wicketkeeper,141,Left-arm fast,Normal,0
7181,Test,Perth,Middle Stump,Short,Midwicket,141,Left-arm fast,Normal,0
7182,Test,Perth,Wide Outside Off,Short,Point,141,Left-arm fast,Normal,0
7183,Test,Perth,Legside,Good,Wicketkeeper,148,Left-arm fast,Normal,0
7184,Test,Perth,Offside,Good,Midwicket,88,Right arm Offbreak,Normal,0
7185,Test,Perth,Offside,Good,Midwicket,68,Right arm Offbreak,Normal,0
7186,Test,Perth,Middle Stump,Short,Offside,139,Right arm Fast,High,0
7187,Test,Perth,Wide Outside Off,Back of a Length,Offside,135,Right arm Fast,Normal,0
7188,Test,Perth,Middle Stump,Good,Wicketkeeper,146,Right arm Fast,Normal,0
7189,Test,Perth,Middle Stump,Good,Deep Square Leg,146,Right arm Fast,Normal,0
7190,Test,Perth,Middle Stump,Short,Close,140,Right arm Fast,High,0
7191,Test,Perth,Legside,Short,Square Leg,89,Right arm Offbreak,Normal,0
7192,Test,Perth,Middle Stump,Short,Midwicket,149,Right arm Fast,Normal,0
7193,Test,Perth,Middle Stump,Back of a Length,Close,139,Right arm Fast,Normal,0
7194,Test,Perth,Wide Outside Off,Full,Point,90,Right arm Offbreak,Normal,0
7195,Test,Perth,Offside,Full,Offside,92,Right arm Offbreak,Normal,0
7196,Test,Perth,Middle Stump,Full,Close,84,Right arm Offbreak,Normal,0
7197,Test,Perth,Legside,Good,Legside,93,Right arm Offbreak,Normal,0
7198,Test,Perth,Middle Stump,Short,Point,79,Right arm Offbreak,Normal,0
7199,Test,Perth,Middle Stump,Full,Midwicket,141,Left-arm fast,Normal,0
7200,Test,Perth,Middle Stump,Full,Offside,141,Left-arm fast,Normal,0
7201,Test,Perth,Wide Outside Off,Full,Wicketkeeper,148,Left-arm fast,Normal,0
7202,Test,Perth,Middle Stump,Good,Wicketkeeper,147,Left-arm fast,Normal,0
7203,Test,Perth,Middle Stump,Good,Wicketkeeper,144,Left-arm fast,Normal,0
7204,Test,Perth,Middle Stump,Good,Gully,140,Left-arm fast,Normal,0
7205,Test,Perth,Wide Outside Off,Short,Wicketkeeper,141,Left-arm fast,Normal,0
7206,Test,Perth,Wide Outside Off,Good,Wicketkeeper,145,Left-arm fast,Normal,0
7207,Test,Perth,Middle Stump,Full,Close,143,Left-arm fast,Normal,0
7208,Test,Perth,Middle Stump,Short,Close,142,Left-arm fast,High,0
7209,Test,Perth,Offside,Full,Midwicket,146,Left-arm fast,Normal,0
7210,Test,Perth,Offside,Good,Offside,135,Right arm Fast medium,Normal,0
7211,Test,Perth,Middle Stump,Good,Wicketkeeper,137,Right arm Fast medium,Normal,0
7212,Test,Perth,Wide Outside Off,Full,Close,136,Right arm Fast medium,Normal,0
7213,Test,Perth,Wide Outside Off,Short,Third Man,134,Right arm Fast medium,Normal,0
7214,Test,Perth,Middle Stump,Good,Close,138,Right arm Fast medium,Normal,0
7215,Test,Perth,Wide Outside Off,Good,Wicketkeeper,132,Right arm Fast medium,Normal,0
7216,Test,Perth,Offside,Full,Offside,142,Left-arm fast,Normal,0
7217,Test,Perth,Middle Stump,Short,Point,146,Left-arm fast,Normal,0
7218,Test,Perth,Wide Outside Off,Good,Gully,149,Left-arm fast,Normal,0
7219,Test,Perth,Offside,Short,Deep Point,139,Left-arm fast,Normal,0
7220,Test,Perth,Legside,Short,Close,146,Left-arm fast,Normal,0
7221,Test,Perth,Offside,Short,Point,133,Right arm Fast medium,Normal,0
7222,Test,Perth,Legside,Short,Legside,137,Right arm Fast medium,High,0
7223,Test,Perth,Middle Stump,Good,Close,145,Left-arm fast,Normal,0
7224,Test,Perth,Offside,Full,Point,142,Left-arm fast,Normal,0
7225,Test,Perth,Middle Stump,Short,Point,147,Left-arm fast,Normal,0
7226,Test,Perth,Middle Stump,Full,Close,138,Right arm Fast medium,Normal,0
7227,Test,Perth,Middle Stump,Good,Close,137,Right arm Fast medium,Normal,0
7228,Test,Perth,Offside,Good,Point,139,Right arm Fast medium,Normal,0
7229,Test,Perth,Offside,Short,Point,131,Right arm Fast,Normal,0
7230,Test,Perth,Legside,Good,Legside,136,Right arm Fast,Normal,0
7231,Test,Perth,Middle Stump,Good,Close,136,Right arm Fast,Normal,0
7232,Test,Perth,Middle Stump,Good,Point,135,Right arm Fast,Normal,0
7233,Test,Perth,Offside,Back of a Length,Point,138,Right arm Fast,Normal,0
7234,Test,Perth,Offside,Full,Close,70,Right arm Offbreak,Normal,0
7235,Test,Perth,Wide Outside Off,Full,Close,73,Right arm Offbreak,Normal,0
7236,Test,Perth,Middle Stump,Short,Close,76,Right arm Offbreak,Normal,0
7237,Test,Perth,Middle Stump,Full,Close,82,Right arm Offbreak,Normal,0
7238,Test,Perth,Wide Outside Off,Full,Offside,70,Right arm Offbreak,Normal,0
7239,Test,Perth,Offside,Good,Close,91,Right arm Offbreak,Normal,0
7240,Test,Perth,Wide Outside Off,Good,Offside,135,Right arm Fast,Normal,0
7241,Test,Perth,Offside,Good,Offside,135,Right arm Fast,Normal,0
7242,Test,Perth,Middle Stump,Good,Wicketkeeper,136,Right arm Fast,Normal,0
7243,Test,Perth,Offside,Full,Second slip,141,Right arm Fast,Normal,1
7244,Test,Perth,Middle Stump,Short,Close,144,Right arm Fast medium,High,0
7245,Test,Perth,Legside,Short,Short Leg,145,Left-arm fast,Normal,0
7246,Test,Perth,Offside,Full,Point,140,Right arm Fast,Normal,0
7247,Test,Perth,Offside,Back of a Length,Gully,140,Right arm Fast,Normal,0
7248,Test,Perth,Middle Stump,Good,Mid-On,137,Right arm Fast medium,Normal,0
7249,Test,Perth,Offside,Back of a Length,Wicketkeeper,129,Right arm Fast medium,Normal,0
7250,Test,Perth,Middle Stump,Full,Close,130,Right arm Fast medium,Normal,0
7251,Test,Perth,Wide Outside Off,Good,Wicketkeeper,136,Right arm Fast medium,Normal,0
7252,Test,Perth,Middle Stump,Short,Close,137,Right arm Fast medium,High,0
7253,Test,Perth,Offside,Full,Second slip,128,Right arm Fast medium,Normal,0
7254,Test,Perth,Offside,Back of a Length,Offside,149,Right arm Fast,Normal,0
7255,Test,Perth,Legside,Good,Legside,130,Right arm Fast medium,Normal,0
7256,Test,Perth,Off Stump,Good,Point,130,Right arm Fast medium,Normal,0
7257,Test,Perth,Offside,Back of a Length,Point,140,Right arm Fast,Normal,0
7258,Test,Perth,Middle Stump,Short,Close,148,Right arm Fast,Normal,0
7259,Test,Perth,Middle Stump,Good,Midwicket,140,Right arm Fast,Normal,0
7260,Test,Perth,Offside,Good,Offside,140,Right arm Fast,Normal,0
7261,Test,Perth,Middle Stump,Full,Mid-Off,129,Right arm Fast medium,Normal,0
7262,Test,Perth,Offside,Good,Point,148,Right arm Fast,Normal,0
7263,Test,Perth,Middle Stump,Full,Mid-On,142,Right arm Fast,Normal,0
7264,Test,Perth,Middle Stump,Back of a Length,Close,140,Right arm Fast,Normal,0
7265,Test,Perth,Middle Stump,Short,Close,140,Right arm Fast,High,0
7266,Test,Perth,Middle Stump,Full,Midwicket,147,Right arm Fast,Normal,0
7267,Test,Perth,Offside,Full,Wicketkeeper,148,Right arm Fast,Normal,0
7268,Test,Perth,Middle Stump,Back of a Length,Close,140,Right arm Fast,Normal,0
7269,Test,Perth,Offside,Full,Deep Point,148,Right arm Fast,Normal,0
7270,Test,Perth,Middle Stump,Good,Close,79,Right arm Offbreak,Normal,0
7271,Test,Perth,Legside,Short,Midwicket,87,Right arm Offbreak,Normal,0
7272,Test,Perth,Legside,Good,Legside,84,Right arm Offbreak,Normal,0
7273,Test,Perth,Middle Stump,Short,Midwicket,72,Right arm Offbreak,Normal,0
7274,Test,Perth,Legside,Good,Square Leg,80,Right arm Offbreak,Normal,0
7275,Test,Perth,Legside,Short,Short Leg,75,Right arm Offbreak,Normal,0
7276,Test,Perth,Middle Stump,Short,Deep Midwicket,80,Right arm Offbreak,Normal,0
7277,Test,Perth,Offside,Good,Wicketkeeper,146,Left-arm fast,Normal,0
7278,Test,Perth,Off Stump,Good,Offside,149,Left-arm fast,Normal,0
7279,Test,Perth,Offside,Full,Wicketkeeper,143,Left-arm fast,Normal,0
7280,Test,Perth,Offside,Short,Offside,146,Left-arm fast,Normal,0
7281,Test,Perth,Middle Stump,Full,Close,140,Left-arm fast,Normal,0
7282,Test,Perth,Middle Stump,Full,Midwicket,144,Left-arm fast,Normal,0
7283,Test,Perth,Offside,Good,Offside,80,Right arm Offbreak,Normal,1
7284,Test,Melbourne,Middle Stump,Full,Offside,149,Right arm Fast,Normal,0
7285,Test,Melbourne,Offside,Good,Wicketkeeper,144,Right arm Fast,Normal,0
7286,Test,Melbourne,Offside,Short,Wicketkeeper,144,Right arm Fast,Normal,0
7287,Test,Melbourne,Wide Outside Off,Good,Close,143,Right arm Fast,Normal,0
7288,Test,Melbourne,Offside,Good,Close,146,Right arm Fast,Normal,0
7289,Test,Melbourne,Leg Stump,Good,Legside,140,Right arm Fast,Normal,0
7290,Test,Melbourne,Offside,Good,Close,147,Right arm Fast,Normal,0
7291,Test,Melbourne,Offside,Good,Wicketkeeper,133,Right arm Fast medium,Normal,0
7292,Test,Melbourne,Middle Stump,Good,Close,132,Right arm Fast medium,Low,0
7293,Test,Melbourne,Offside,Good,Close,131,Right arm Fast medium,Normal,0
7294,Test,Melbourne,Offside,Good,Mid-On,138,Right arm Fast medium,Normal,0
7295,Test,Melbourne,Offside,Back of a Length,Point,148,Right arm Fast,Normal,0
7296,Test,Melbourne,Offside,Good,Point,141,Right arm Fast,Normal,0
7297,Test,Melbourne,Off Stump,Full,Mid-Off,149,Right arm Fast,Normal,0
7298,Test,Melbourne,Offside,Good,Wicketkeeper,145,Right arm Fast,Normal,0
7299,Test,Melbourne,Middle Stump,Back of a Length,Deep Point,148,Right arm Fast,Normal,0
7300,Test,Melbourne,Offside,Back of a Length,Point,141,Left-arm fast,Normal,0
7301,Test,Melbourne,Offside,Good,Mid-On,131,Right arm Fast medium,Normal,0
